UserId	ItemId	Timestamp
1	1	1336107630
2	1	1336035324
3	2	1323724470
4	2	1323745336
5	3	1347150070
6	3	1347185801
7	3	1347151600
8	4	1352847195
9	4	1352899334
10	5	1352330086
11	5	1352483486
12	5	1352370357
13	6	1349140227
14	6	1349144050
15	6	1349139555
16	7	1347973726
17	7	1347983416
18	7	1347977932
19	8	1328459611
20	8	1328711910
21	9	1319168422
22	9	1319168164
23	9	1319177709
24	10	1347779015
25	10	1347779456
26	10	1347791436
27	10	1347782710
28	10	1347782594
29	10	1347779406
30	10	1347790085
31	10	1347782917
32	10	1347782237
33	10	1347789708
34	10	1347794194
35	11	1353719337
36	11	1353726562
19	11	1353727750
37	11	1353722534
38	12	1352536080
39	12	1352599445
40	12	1352607274
41	12	1352601354
42	13	1335660059
43	13	1335665341
44	14	1351452887
45	15	1345328977
46	16	1346064542
47	16	1311352557
48	17	1342927546
49	17	1342937009
50	18	1348022347
51	18	1348030475
52	19	1335386327
53	19	1335413846
54	19	1335416950
55	20	1302484456
56	20	1302498897
57	21	1353250542
58	21	1353251300
59	21	1353252104
60	21	1353285273
61	21	1353288756
62	22	1351686460
27	22	1351730807
63	23	1328440009
64	23	1328454334
65	24	1340866061
43	24	1340869070
66	25	1308927325
67	25	1308974001
68	26	1346378808
69	26	1346375610
70	27	1351136818
71	28	1339999793
72	28	1339735000
73	28	1340088710
74	29	1349953291
75	29	1349953638
76	29	1349953586
77	29	1349953476
40	29	1349953814
78	29	1349954525
79	30	1353056222
80	30	1353113186
81	30	1353063574
59	30	1353113624
82	31	1349662218
83	31	1349682100
84	32	1339670782
85	32	1340017128
30	33	1343523409
86	34	1340686270
87	34	1340693693
8	35	1333923842
88	35	1333925122
89	36	1335154608
90	36	1335154393
91	37	1310476833
92	37	1310653316
93	38	1328435851
94	38	1353295584
6	38	1353390617
95	38	1353376277
80	38	1353406659
43	38	1353309650
96	38	1353352553
97	38	1353349483
33	38	1353371377
98	38	1353468224
41	38	1353372216
99	39	1334715201
100	39	1334715732
101	40	1326672018
102	40	1326680269
50	41	1324487883
103	41	1324540446
104	42	1351740838
43	42	1334644400
65	42	1350464577
105	43	1314895359
106	44	1348876852
107	45	1344090989
108	45	1344091404
81	46	1345044129
19	46	1345051350
109	47	1345343070
110	48	1351572018
104	48	1351655266
111	48	1351589892
112	48	1351647823
113	49	1350179109
104	49	1350180574
114	50	1344321089
115	51	1314568251
116	51	1315124540
117	52	1314344508
118	52	1314346222
119	53	1338904342
120	53	1338906028
8	54	1351209490
121	54	1351210013
122	55	1333371988
123	55	1333344740
124	56	1351379107
125	56	1351609350
126	56	1351517286
32	56	1351619399
127	57	1336534594
128	57	1336535237
129	58	1353073933
130	59	1318303134
83	59	1318304297
79	60	1341223270
131	60	1341392587
64	60	1341239878
132	61	1312030791
133	61	1313320606
134	61	1313320892
58	62	1333251702
135	62	1333422264
136	62	1333246133
137	62	1333252718
138	62	1333249882
139	63	1346497988
94	63	1346539617
68	63	1346557119
7	63	1346512506
65	64	1340009859
140	64	1340076151
43	64	1340056011
141	64	1340267259
142	65	1314115753
143	65	1314159873
104	66	1350167026
94	66	1350153083
144	67	1346225465
145	68	1308739197
97	68	1309355754
146	69	1351559087
147	69	1351567853
148	69	1351561006
149	69	1351564364
150	70	1314209046
151	70	1314437417
152	71	1351946404
60	71	1351989519
153	72	1341449309
154	72	1341332170
155	73	1329223780
156	73	1330229800
157	73	1329119797
36	73	1328943156
158	73	1329380745
90	73	1328948072
159	74	1306150779
160	74	1312393197
161	74	1306197691
162	75	1310961212
163	75	1311066963
164	76	1342601461
165	76	1342603295
166	76	1342604551
167	77	1350695793
168	77	1350701692
169	77	1350701819
170	77	1350718039
171	77	1350697581
32	77	1350721870
88	77	1350698097
172	77	1350697800
61	77	1350697687
155	78	1299170322
173	78	1299138140
174	78	1299158984
175	79	1351817962
176	79	1351820246
115	80	1324826669
177	80	1324861956
89	81	1342439207
178	81	1342440705
179	82	1337579579
180	83	1352693468
181	83	1352693018
182	84	1344929825
183	85	1336392462
184	85	1334988836
185	85	1334986257
186	85	1334998245
187	85	1334974975
188	86	1344349470
189	86	1344351372
80	87	1353076673
190	88	1299835958
191	88	1299839006
184	88	1299904654
192	88	1299833378
193	89	1345434143
194	89	1345432857
195	90	1321572684
196	90	1321651967
197	91	1339638776
126	91	1339645860
198	92	1345300615
199	92	1345304311
125	93	1326701366
58	93	1326723135
200	93	1326984950
201	94	1351218696
202	94	1351493363
203	95	1314415744
204	95	1314499848
205	96	1306821929
206	96	1306828326
207	97	1330739121
208	97	1330822721
79	98	1325575523
209	98	1325588240
210	99	1344350487
35	99	1344352991
211	100	1335482764
212	100	1335488618
213	101	1353390129
57	101	1353396863
214	101	1353419100
215	102	1352763708
106	103	1352521514
79	104	1353735165
68	104	1353750655
216	105	1342713041
217	105	1342713247
218	106	1296805019
219	106	1296896229
220	106	1296811451
221	107	1352603462
222	107	1352711937
223	107	1352610210
224	107	1352619763
225	108	1325950383
226	109	1320664201
97	109	1320670970
227	110	1344742807
228	110	1344745687
229	110	1344779150
230	111	1344942798
109	111	1344953802
231	112	1345127858
232	112	1345065564
233	112	1345022884
234	112	1345073955
139	113	1331358506
89	113	1331362924
235	113	1331360238
44	113	1332442824
29	113	1331726646
123	113	1331431766
207	114	1328245029
236	114	1328440645
88	114	1328664262
24	115	1325840060
4	115	1325931372
237	116	1306756071
238	116	1306897637
239	117	1300706506
240	117	1300710301
241	118	1343307937
168	118	1343366330
242	119	1344093846
25	119	1344873638
6	119	1344908178
114	119	1344901923
215	120	1351766232
15	120	1351956516
115	121	1311524933
243	121	1311557321
173	121	1311526985
59	122	1328376678
44	122	1328379392
174	123	1305023631
68	124	1351870842
244	124	1351872867
245	125	1353422996
246	125	1353436717
247	125	1353425296
32	126	1349056048
88	126	1349054848
16	127	1343954929
204	127	1343955487
248	128	1345308575
175	128	1345366179
249	128	1345340606
250	128	1345336202
207	129	1317290433
251	129	1317322266
116	129	1317318293
88	129	1317344618
252	129	1317345960
67	129	1317326565
253	130	1341459264
254	130	1341477897
248	131	1352423511
255	131	1350491727
12	131	1350569708
61	131	1350435380
202	132	1314672212
104	132	1353802782
80	132	1353824418
256	132	1353746984
257	132	1353824898
258	132	1353863745
59	132	1353809168
259	132	1353802601
260	132	1353803640
49	133	1343018776
126	133	1343021380
250	133	1343019537
104	134	1349575249
261	134	1349527276
258	134	1349574989
256	135	1328509104
64	135	1328521856
262	136	1341556332
263	136	1341541762
15	137	1334723646
264	137	1334732475
265	138	1335851362
88	138	1335880038
107	139	1343471008
266	139	1343474222
267	139	1343476831
268	140	1349072048
3	140	1349191609
269	141	1354006995
242	141	1353985950
77	141	1354145475
8	141	1354093303
270	141	1353985548
271	141	1354079882
60	141	1354010929
165	142	1329992496
157	142	1329980680
29	142	1330010217
272	142	1329994242
273	142	1329979139
274	142	1329980887
275	142	1330318092
25	143	1347773787
248	143	1347771169
27	143	1347772046
77	143	1347772038
29	143	1347774036
276	143	1347774205
169	143	1347790895
233	143	1347771482
15	143	1347774492
18	143	1347776118
277	144	1334846708
278	144	1334892468
128	145	1340702023
279	145	1340691132
280	146	1341040070
281	146	1341049836
282	147	1349447052
283	148	1316490216
284	148	1316591308
243	149	1343569051
189	149	1343570445
285	150	1353320257
207	150	1353367502
286	151	1353764435
256	151	1353772458
178	152	1341138282
287	153	1352274656
64	153	1352297302
113	153	1352299235
121	153	1352300969
118	153	1352290184
288	153	1352267557
289	153	1352262549
290	153	1352252878
260	153	1352302169
291	154	1315186491
186	154	1315043238
292	155	1325534860
4	155	1325558435
293	155	1326355241
168	156	1342670262
258	156	1342625831
58	157	1336387822
294	157	1352708888
295	158	1351329440
104	158	1351386730
109	158	1351340223
296	159	1341283301
64	159	1341286266
129	160	1349344415
24	161	1352902207
297	161	1352941219
259	161	1352907599
298	161	1352940933
141	162	1350905275
12	162	1350920030
299	163	1351744024
42	163	1351746126
215	163	1351749921
300	164	1348552515
58	164	1348580626
179	164	1348568989
114	164	1348566901
301	165	1353751341
302	165	1353744964
235	166	1345992861
233	166	1346064168
199	166	1345999474
109	166	1345988916
69	166	1346036632
303	167	1309155756
304	167	1309185452
51	168	1329229497
305	168	1329235864
306	169	1341411071
183	169	1341451434
15	169	1341363104
307	169	1341309782
33	169	1341311981
281	169	1341330963
308	169	1341358670
309	170	1335840361
193	170	1335843033
98	171	1306535730
282	171	1352020394
310	171	1351991357
311	172	1296622612
312	172	1296629037
163	172	1296628336
313	173	1319009412
314	173	1319082109
315	173	1319075784
316	174	1332766658
53	174	1332818935
317	175	1348819785
318	175	1348647500
319	176	1351670821
31	176	1353858580
34	176	1354266598
320	177	1318640576
321	177	1318548345
322	177	1318553829
123	177	1318589396
323	178	1353465786
58	178	1353478905
323	179	1348585200
104	179	1350917774
324	179	1350901121
256	179	1350917699
292	180	1350918187
246	180	1350915953
325	180	1350908347
13	181	1349622762
247	181	1350746206
271	182	1347706720
41	182	1347695902
61	182	1347708733
6	183	1318251313
326	183	1318306243
327	184	1333198224
36	184	1333203007
158	184	1333212553
127	185	1351144333
328	185	1351153678
33	186	1353203346
112	186	1353204054
329	187	1345188860
235	187	1345203314
